sp_Object,sp_Property,sp_Reference,sp_Type,sp_Format,sp_Nullable,sp_Reqd,sp_Enum,sp_Props
"""SupportCoordinatorJoinClient_Add_Model""","""isInvoiceAuthorisor""","""""",Boolean,"""""",0,[],[],fromList []
"""SupportCoordinatorJoinClient_Add_Model""","""authorised_date""","""""",String,"""date-time""",0,[],[],fromList []
"""SupportCoordinatorJoinClient_Add_Model""","""isLinkParticipant""","""""",Boolean,"""""",0,[],[],fromList []
"""SupportCoordinatorJoinClient_Add_Model""","""relationship_id""","""""",String,"""uuid""",0,[],[],fromList []
"""SupportCoordinatorJoinClient_Add_Model""","""support_coordinator_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_Invoice_Add_Model""","""invoice_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Vendor_Invoice_Add_Model""","""temp_file_id""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Invoice_Add_Model""","""invoice_total""","""""",Number,"""double""",1,[],[],fromList []
"""Vendor_Invoice_Add_Model""","""file_name""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Invoice_Add_Model""","""client_ndis_no""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Invoice_Add_Model""","""invoice_number""","""""",String,"""""",1,[],[],fromList []
"""Update_Avatar_Model""","""avatar""","""""",String,"""""",1,[],[],fromList []
"""SmsRecipient""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""SmsRecipient""","""name""","""""",String,"""""",1,[],[],fromList []
"""SmsRecipient""","""sms""","""""",String,"""""",1,[],[],fromList []
"""SmsRecipient""","""type""","""RecipientEnumType""",Null,"""""",0,[],[],fromList []
"""Client_Invoice_Add_Model""","""invoice_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Client_Invoice_Add_Model""","""temp_file_id""","""""",String,"""""",1,[],[],fromList []
"""Client_Invoice_Add_Model""","""invoice_total""","""""",Number,"""double""",1,[],[],fromList []
"""Client_Invoice_Add_Model""","""file_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Invoice_Add_Model""","""vendor_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Invoice_Add_Model""","""invoice_number""","""""",String,"""""",1,[],[],fromList []
"""StaffRole_Permission_Feature_Action""","""action""","""PermissionActionType""",Null,"""""",0,[],[],fromList []
"""StaffRole_Permission_Feature_Action""","""have_permission""","""""",Boolean,"""""",0,[],[],fromList []
"""OnePriceStateAddModel""","""price_control""","""NDISSupportItemPriceControlType""",Null,"""""",0,[],[],fromList []
"""OnePriceStateAddModel""","""isValid""","""""",Boolean,"""""",0,[],[],fromList []
"""OnePriceStateAddModel""","""need_add""","""""",Boolean,"""""",0,[],[],fromList []
"""OnePriceStateAddModel""","""price_guide_id""","""""",String,"""uuid""",0,[],[],fromList []
"""OnePriceStateAddModel""","""price""","""""",String,"""""",1,[],[],fromList []
"""OnePriceStateAddModel""","""price_val""","""""",Number,"""double""",1,[],[],fromList []
"""PaymentBatchItem""","""payment_confirmed_date""","""""",String,"""date-time""",0,[],[],fromList []
"""PaymentBatchItem""","""payment_batch_Id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientPlanSupportLimitation_Update_Group""","""ndis_support_items""","""""",Array,"""""",1,[],[],fromList []
"""ClientPlanSupportLimitation_Update_Group""","""spend_limit""","""""",Number,"""double""",1,[],[],fromList []
"""ClientPlanSupportLimitation_Update_Group""","""is_system""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientPlanSupportLimitation_Update_Group""","""group_name""","""""",String,"""""",1,[],[],fromList []
"""ClientPlanSupportLimitation_Update_Group""","""client_plan_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientPlanSupportLimitation_Update_Group""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientPlanSupportLimitation_Update_Group""","""limit_type""","""ClientPlanSupportItemLimitType""",Null,"""""",0,[],[],fromList []
"""SendCommEmailModel""","""bcc_Recipients""","""""",Array,"""""",1,[],[],fromList []
"""SendCommEmailModel""","""clientApplicationId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommEmailModel""","""cC_Recipients""","""""",Array,"""""",1,[],[],fromList []
"""SendCommEmailModel""","""invoiceId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommEmailModel""","""vendorId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommEmailModel""","""coordinatorId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommEmailModel""","""needSendAttachFile""","""""",Boolean,"""""",0,[],[],fromList []
"""SendCommEmailModel""","""recipients""","""""",Array,"""""",1,[],[],fromList []
"""SendCommEmailModel""","""attachments""","""""",Array,"""""",1,[],[],fromList []
"""SendCommEmailModel""","""clientId""","""""",String,"""uuid""",1,[],[],fromList []
"""SendCommEmailModel""","""reply_to_recipients""","""""",Array,"""""",1,[],[],fromList []
"""SendCommEmailModel""","""subject""","""""",String,"""""",1,[],[],fromList []
"""SendCommEmailModel""","""email_Content""","""""",String,"""""",1,[],[],fromList []
"""SendCommEmailModel""","""commEmailTemplateId""","""""",String,"""uuid""",0,[],[],fromList []
"""UntoClientDTO""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""UntoClientDTO""","""client""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_User_Update_Account_Password_Model""","""old_password""","""""",String,"""""",1,[],[],fromList []
"""Vendor_User_Update_Account_Password_Model""","""vendor_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_User_Update_Account_Password_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""TimeSpan""","""totalSeconds""","""""",Number,"""double""",0,[],[],fromList []
"""TimeSpan""","""totalMinutes""","""""",Number,"""double""",0,[],[],fromList []
"""TimeSpan""","""totalHours""","""""",Number,"""double""",0,[],[],fromList []
"""TimeSpan""","""seconds""","""""",Integer,"""int32""",0,[],[],fromList []
"""TimeSpan""","""minutes""","""""",Integer,"""int32""",0,[],[],fromList []
"""TimeSpan""","""hours""","""""",Integer,"""int32""",0,[],[],fromList []
"""TimeSpan""","""milliseconds""","""""",Integer,"""int32""",0,[],[],fromList []
"""TimeSpan""","""totalDays""","""""",Number,"""double""",0,[],[],fromList []
"""TimeSpan""","""totalMilliseconds""","""""",Number,"""double""",0,[],[],fromList []
"""TimeSpan""","""days""","""""",Integer,"""int32""",0,[],[],fromList []
"""TimeSpan""","""ticks""","""""",Integer,"""int64""",0,[],[],fromList []
"""Client_Add_Model""","""middle_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""can_receive_communication""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Add_Model""","""register_method""","""ClientRegisterMethodType""",Null,"""""",0,[],[],fromList []
"""Client_Add_Model""","""phone""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""plan_manager_staff_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Client_Add_Model""","""date_of_birth""","""""",String,"""date-time""",1,[],[],fromList []
"""Client_Add_Model""","""referral_source""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""address_suburb""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""status""","""ClientStatusType""",Null,"""""",0,[],[],fromList []
"""Client_Add_Model""","""sendby_email""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Add_Model""","""ndis_no""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""referral""","""ClientReferralType""",Null,"""""",0,[],[],fromList []
"""Client_Add_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""sendby_mailout""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Add_Model""","""state_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Add_Model""","""exclude_auto_submit_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Add_Model""","""exclude_auto_create_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Add_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""preferred_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""address_street""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""other_family_members_with_mp""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Add_Model""","""no_address""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Add_Model""","""no_email""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Add_Model""","""mobile""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""mandatory_2nd_check""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Add_Model""","""address_state_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Client_Add_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""Client_Add_Model""","""title_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Add_Model""","""address_postcode""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""auto_create_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""merge_item_for_aiocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""sub_total_as_unit_price""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""item_contains_multiple_dates_for_aiocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""stop_submit_only_travel""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""ignore_invoice_number_checking_from_aiocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""document_for_aiocr_columns""","""""",String,"""""",1,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""do_not_auto_create_if_invoice_has_the_specify_words""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""document_for_aiocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""auto_submit_invoice_from_ai_ocr""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""unit_price_based_on_qty_and_subtotal""","""""",Boolean,"""""",0,[],[],fromList []
"""Vendor_Update_AI_OCR_Settings_Model""","""use_invoice_date_as_support_date""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Add_Model""","""isShowStandingAuthorityDetails""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Add_Model""","""isBulkOCR""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Add_Model""","""isAIOCR""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Add_Model""","""dailyAutoReplyMaxCount""","""""",Integer,"""int32""",0,[],[],fromList []
"""EmailConnector_Add_Model""","""isCreateInvoiceByBody""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Add_Model""","""port""","""""",Integer,"""int32""",0,[],[],fromList []
"""EmailConnector_Add_Model""","""description""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Add_Model""","""userName""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Add_Model""","""poP3""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Add_Model""","""isShowAuthorizedWindow""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Add_Model""","""isCreateInvoiceByAttachment""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailConnector_Add_Model""","""name""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Add_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""EmailConnector_Add_Model""","""emailAddress""","""""",String,"""""",1,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""client_id""","""""",String,"""uuid""",0,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""plan_ending_reminder_90_days""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""standing_authority_ending_reminder_7_day""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""plan_ending_reminder_60_days""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""invoice_authorisation_request""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""plan_ending_reminder_30_days""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""standing_authority_applied""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""new_standing_authority_created""","""""",Boolean,"""""",0,[],[],fromList []
"""PreferenceParticipantEmail_Update_Model""","""invoice_has_been_processed""","""""",Boolean,"""""",0,[],[],fromList []
"""UnbindSuspenseItemModel""","""groupId""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""claim_limit""","""""",Number,"""double""",1,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""ndis_support_area_name""","""""",String,"""""",1,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""initial_amount""","""""",Number,"""double""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""apply_claim_limit""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""budget_type""","""ClientBudgetType""",Null,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""ndis_support_item_id""","""""",String,"""uuid""",1,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""mark_quoterequired""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""client_plan_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""claim_limit_type""","""ClaimLimitType""",Null,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""amount_spent""","""""",Number,"""double""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""management_type""","""ClientPlanManagementType""",Null,"""""",0,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""ClientPlanSupportArea_Update_Model""","""ndis_support_area_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Update_Vendor_Password_Model""","""old_password""","""""",String,"""""",1,[],[],fromList []
"""Update_Vendor_Password_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""ChartTemplate_Update_Model""","""chart_template_name""","""""",String,"""""",1,[],[],fromList []
"""ChartTemplate_Update_Model""","""items""","""""",Array,"""""",1,[],[],fromList []
"""ChartTemplate_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""ChartTemplate_Update_Model""","""description""","""""",String,"""""",1,[],[],fromList []
"""UntoTagToInvoiceDTO""","""invoiceList""","""""",Array,"""""",1,[],[],fromList []
"""Client_Invoice_Update_Model""","""invoice_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Client_Invoice_Update_Model""","""invoice_total""","""""",Number,"""double""",1,[],[],fromList []
"""Client_Invoice_Update_Model""","""vendor_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Invoice_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Invoice_Update_Model""","""invoice_number""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_User_Create_Account_Model""","""status""","""UserStatusType""",Null,"""""",0,[],[],fromList []
"""SupportCoordinator_User_Create_Account_Model""","""username""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_User_Create_Account_Model""","""support_coordinator_id""","""""",String,"""uuid""",0,[],[],fromList []
"""SupportCoordinator_User_Create_Account_Model""","""password""","""""",String,"""""",1,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""receivedDate""","""""",String,"""date-time""",0,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""client_id""","""""",String,"""uuid""",1,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""email_connector_id""","""""",String,"""uuid""",0,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""vendor_id""","""""",String,"""uuid""",0,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""authorised_time""","""""",String,"""date-time""",0,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""emailId""","""""",String,"""uuid""",0,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""limit_amount""","""""",Number,"""double""",1,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""from_address""","""""",String,"""""",1,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""appendNotes""","""""",String,"""""",1,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""authorised_by""","""""",String,"""""",1,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""StandingAuthority_From_Email_Update_Model""","""end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Job_Title_Update_Model""","""titleId""","""""",String,"""uuid""",1,[],[],fromList []
"""Job_Title_Update_Model""","""titleName""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""suburb""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""postcode""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""mark_email_attachment_setting""","""""",Boolean,"""""",0,[],[],fromList []
"""Staff_Update_Model""","""phone""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""street""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""group_ids""","""""",Array,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""chart_template_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Staff_Update_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""avatar""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""status""","""StaffStatusType""",Null,"""""",0,[],[],fromList []
"""Staff_Update_Model""","""phone_agent""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Update_Model""","""state_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Update_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""team_ids""","""""",Array,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""staff_title""","""""",String,"""uuid""",1,[],[],fromList []
"""Staff_Update_Model""","""phone_queue_arn""","""""",String,"""""",1,[],[],fromList []
"""Staff_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""Email_Update_Status""","""logMsg""","""""",String,"""""",1,[],[],fromList []
"""Email_Update_Status""","""is_System""","""""",Boolean,"""""",0,[],[],fromList []
"""Email_Update_Status""","""emailId""","""""",String,"""uuid""",0,[],[],fromList []
"""Email_Update_Status""","""emailStatus""","""EmailStatus""",Null,"""""",0,[],[],fromList []
"""Client_User_Update_Account_Details_Model""","""client_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_User_Update_Account_Details_Model""","""status""","""UserStatusType""",Null,"""""",0,[],[],fromList []
"""Client_User_Update_Account_Details_Model""","""username""","""""",String,"""""",1,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""todoList""","""""",Array,"""""",1,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""reminder_staff""","""""",Array,"""""",1,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""content""","""""",String,"""""",1,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""reminder_date""","""""",String,"""date-time""",1,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""append""","""""",String,"""""",1,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""applicant_id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""isreminder""","""""",Boolean,"""""",0,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""note_id""","""""",String,"""uuid""",1,[],[],fromList []
"""CRMApplicantNote_Add_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""contact_number""","""""",String,"""""",1,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""other_relationship""","""""",String,"""""",1,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""invoice_authorisor""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""last_name""","""""",String,"""""",1,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""first_name""","""""",String,"""""",1,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""relationship_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""is_deleted""","""""",Boolean,"""""",0,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""application_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""ClientApplicationContact_Update_Model""","""title_id""","""""",String,"""uuid""",0,[],[],fromList []
"""NEmailTemplate_Add_Model""","""body""","""""",String,"""""",1,[],[],fromList []
"""NEmailTemplate_Add_Model""","""name""","""""",String,"""""",1,[],[],fromList []
"""NEmailTemplate_Add_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""AIOCRSpecialRules_Add_Model""","""ruleKeys""","""""",String,"""""",1,[],[],fromList []
"""AIOCRSpecialRules_Add_Model""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""AIOCRSpecialRules_Add_Model""","""is_Deleted""","""""",Boolean,"""""",1,[],[],fromList []
"""AIOCRSpecialRules_Add_Model""","""priority""","""""",Integer,"""int32""",0,[],[],fromList []
"""AIOCRSpecialRules_Add_Model""","""ruleValues""","""""",String,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""claim_status""","""InvoiceClaimStatusType""",Null,"""""",0,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""staff_id_list""","""""",Array,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""date_and_time_submited""","""""",String,"""date-time""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""client_id""","""""",String,"""uuid""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""start_date""","""""",String,"""date-time""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""created_time""","""""",String,"""date-time""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""isCheckAdminFee""","""""",Boolean,"""""",0,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""paid_date_to""","""""",String,"""date-time""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""paid_date_from""","""""",String,"""date-time""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""page""","""""",Integer,"""int32""",0,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""status""","""InvoiceStatusType""",Null,"""""",0,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""order_by""","""AdminFee_Invoice_QueryOrderByType""",Null,"""""",0,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""created_by""","""""",String,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""order_desc""","""""",Boolean,"""""",0,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""include60days""","""""",Boolean,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""current_user_id""","""""",String,"""uuid""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""err_msg""","""""",String,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""is_has_notes""","""""",Boolean,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""support_item_no""","""""",String,"""uuid""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""client_ndis_no""","""""",String,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""claim_status_list""","""""",Array,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""list_all""","""""",Boolean,"""""",0,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""staff_id""","""""",String,"""uuid""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""invoice_number""","""""",String,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""is_deleted""","""""",Boolean,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""client_id_list""","""""",Array,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""invoice_type""","""InvoiceTypeEnum""",Null,"""""",0,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""exclude0total""","""""",Boolean,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""date_and_time_uploaded""","""""",String,"""date-time""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""page_size""","""""",Integer,"""int32""",0,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""invoice_number_for_ndis""","""""",String,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""status_list""","""""",Array,"""""",1,[],[],fromList []
"""AdminFee_Invoice_ListParameter""","""end_date""","""""",String,"""date-time""",1,[],[],fromList []
"""BusinessError""","""showPopWindow""","""""",Boolean,"""""",0,[],[],fromList []
"""BusinessError""","""id""","""""",Null,"""""",1,[],[],fromList []
"""BusinessError""","""errorCode""","""ErrorCode""",Null,"""""",0,[],[],fromList []
"""BusinessError""","""message""","""""",String,"""""",1,[],[],fromList []
"""CRMNoteReminder_Add_Model""","""source_type""","""CRMNoteType""",Null,"""""",0,[],[],fromList []
"""CRMNoteReminder_Add_Model""","""reminder_date""","""""",String,"""date-time""",0,[],[],fromList []
"""CRMNoteReminder_Add_Model""","""staff_id""","""""",Array,"""""",1,[],[],fromList []
"""CRMNoteReminder_Add_Model""","""reminder_type""","""CRMNoteReminderType""",Null,"""""",0,[],[],fromList []
"""CRMNoteReminder_Add_Model""","""source_id""","""""",String,"""uuid""",0,[],[],fromList []
"""CRMNoteReminder_Add_Model""","""note_id""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateGlobalSettingModel""","""value""","""""",String,"""""",1,[],[],fromList []
"""Chart_Add_Model""","""chart_key""","""ChartKeyEnum""",Null,"""""",0,[],[],fromList []
"""Chart_Add_Model""","""sort_order""","""""",Integer,"""int32""",0,[],[],fromList []
"""UpdateGlobalLogonHoursModel""","""items""","""""",Array,"""""",1,[],[],fromList []
"""UpdateGlobalLogonHoursModel""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateGlobalLogonHoursModel""","""name""","""""",String,"""""",1,[],[],fromList []
"""VendorSupportItemNumberConversion_Submit_Model""","""supportNumberItems""","""""",Array,"""""",1,[],[],fromList []
